0,['-4.533579e-12', '1.6633738e-08', '1.2510238e-08', '-1.38312e-13', '3.9489348e-17', '3.3014678e-19'](-0.004936712017667256, 0.2738224753241505, 0.09467755771659962)
526,['1.7471857', '-1.4940544', '-0.29640052', '0.21964954', '0.00052371685', '0.1763783'](0.024928710015642314, 0.2839817184339105, 0.06479396113800205)
527,['1.7471857', '-1.4940841', '-0.2964228', '0.21964954', '0.00052371685', '0.1763783'](0.014962991765965732, 0.2838791367622215, 0.06474953051324303)
528,['1.7471857', '-1.4940856', '-0.29642418', '0.21964954', '0.00052371685', '0.1763783'](0.014964158288395793, 0.28387262140788766, 0.06473752029726046)
529,['1.7471857', '-1.4940856', '-0.29642415', '0.21964954', '0.00052371685', '0.1763783'](0.014964206260834282, 0.2838723210659336, 0.06473699876254223)
530,['1.7471857', '-1.4940852', '-0.29642403', '0.21964954', '0.00052371685', '0.1763783'](0.014964206260834282, 0.2838723210659336, 0.06473699876254223)
531,['1.7471857', '-1.4940847', '-0.29642394', '0.21964954', '0.00052371685', '0.1763783'](0.014964231899776064, 0.28387233555964897, 0.0647370732682285)
532,['1.7471857', '-1.4940842', '-0.29642385', '0.21964954', '0.00052371685', '0.1763783'](0.014964232861690319, 0.2838723825319023, 0.06473716267204398)
533,['1.7826613', '-1.4842265', '-0.31740457', '0.22983103', '0.0004544533', '0.21186069'](0.014964211194608265, 0.2838724619563855, 0.0647373712869582)
534,['1.7826613', '-1.4842405', '-0.31741536', '0.22983103', '0.0004544533', '0.21186069'](0.004980927990741846, 0.2838046884887406, 0.06471224835420754)
535,['1.7826613', '-1.4842414', '-0.31741598', '0.22983103', '0.0004544533', '0.21186069'](0.004981580914352223, 0.28380154764876164, 0.06470649816159721)
536,['1.7826613', '-1.4842414', '-0.31741592', '0.22983103', '0.0004544533', '0.21186069'](0.004981617448145939, 0.2838014167938056, 0.06470624491539018)
537,['1.7826613', '-1.4842409', '-0.31741577', '0.22983103', '0.0004544533', '0.21186069'](0.004981617448145939, 0.2838014167938056, 0.06470624491539018)
538,['1.7826613', '-1.4842404', '-0.31741568', '0.22983103', '0.0004544533', '0.21186069'](0.0049816207714876845, 0.28380146551616237, 0.06470633430102464)
539,['1.7826613', '-1.4842399', '-0.3174156', '0.22983103', '0.0004544533', '0.21186069'](0.004981580914352223, 0.28380154764876164, 0.06470649816159721)
540,['1.8178278', '-1.484233', '-0.31781015', '0.23027737', '0.0007208943', '0.24675795'](0.004981572702932393, 0.2838016819675663, 0.06470670672907028)
541,['1.8178278', '-1.4842335', '-0.3178101', '0.23027737', '0.0007208943', '0.24675795'](-0.005031297475987282, 0.28379199934386456, 0.06467555487076158)
542,['1.8178278', '-1.484233', '-0.31780997', '0.23027737', '0.0007208943', '0.24675795'](-0.005031220137783775, 0.28379191591185493, 0.06467546548605985)
543,['1.8178278', '-1.4842325', '-0.31780988', '0.23027737', '0.0007208943', '0.24675795'](-0.005031277498747735, 0.28379205400430013, 0.06467561444567631)
544,['1.8178278', '-1.4842321', '-0.3178098', '0.23027737', '0.0007208943', '0.24675795'](-0.0050312471140741095, 0.2837920764929238, 0.06467573363065202)
545,['1.8178278', '-1.4842316', '-0.3178097', '0.23027737', '0.0007208943', '0.24675795'](-0.005031271690814488, 0.28379216715086436, 0.06467597198863204)
546,['1.8178278', '-1.4842311', '-0.3178096', '0.23027737', '0.0007208943', '0.24675795'](-0.0050312880166902465, 0.28379224094284516, 0.06467606138261209)
547,['1.8528771', '-1.4931482', '-0.30015144', '0.22315586', '-0.00034271777', '0.28224483'](-0.005031332222377314, 0.283792324641642, 0.06467624013988774)
548,['1.8528771', '-1.4931322', '-0.3001394', '0.22315586', '-0.00034271777', '0.28224483'](-0.014988495946030248, 0.2839046621188666, 0.06463108948511301)
549,['1.8528771', '-1.4931312', '-0.3001385', '0.22315586', '-0.00034271777', '0.28224483'](-0.014989516708400392, 0.2839081500872506, 0.06463758761311693)
550,['1.8528771', '-1.4931309', '-0.30013835', '0.22315586', '-0.00034271777', '0.28224483'](-0.014989598264952421, 0.2839083442926799, 0.06463797511668114)
551,['1.8528771', '-1.4931304', '-0.30013826', '0.22315586', '-0.00034271777', '0.28224483'](-0.014989563256196032, 0.28390839832155434, 0.06463806454174453)
552,['1.8528771', '-1.49313', '-0.30013815', '0.22315586', '-0.00034271777', '0.28224483'](-0.014989573244030463, 0.28390845837170087, 0.06463818377324403)
553,['1.8528771', '-1.4931295', '-0.30013806', '0.22315586', '-0.00034271777', '0.28224483'](-0.014989613042116996, 0.283908584903633, 0.06463848184399848)
554,['1.7167096', '-1.3188661', '-0.67851627', '0.42797306', '0.0011740582', '0.14669803'](-0.014989615166821131, 0.2839086012345169, 0.0646385414598861)
555,['1.7167096', '-1.3190376', '-0.6786454', '0.42797306', '0.0011740581', '0.14669803'](0.024890813130806398, 0.27407716173434576, 0.06510429134877047)
556,['1.7167096', '-1.3190484', '-0.6786536', '0.42797306', '0.0011740581', '0.14669803'](0.024896690757853474, 0.27403722412123654, 0.06503759948137598)
557,['1.7167096', '-1.3190489', '-0.67865396', '0.42797306', '0.0011740581', '0.14669803'](0.02489706808203232, 0.27403472166619275, 0.06503336621642891)
558,['1.7167096', '-1.319049', '-0.67865384', '0.42797306', '0.0011740581', '0.14669803'](0.024897104577231235, 0.2740346137888036, 0.06503321714833207)
559,['1.7167096', '-1.3190486', '-0.6786536', '0.42797306', '0.0011740581', '0.14669803'](0.0248970970685807, 0.2740346919825845, 0.06503326187079501)
560,['1.7167096', '-1.3190483', '-0.6786534', '0.42797306', '0.0011740581', '0.14669803'](0.0248970970685807, 0.2740346919825845, 0.06503326187079501)
561,['1.7539967', '-1.309825', '-0.7025256', '0.44218728', '-0.00086218235', '0.1827097'](0.024897071749252424, 0.27403477005765453, 0.06503342584006719)
562,['1.7539967', '-1.3098397', '-0.70253676', '0.44218728', '-0.00086218235', '0.1827097'](0.015044827657276797, 0.2739305189138831, 0.06471077031582413)
563,['1.7539967', '-1.3098406', '-0.7025375', '0.44218728', '-0.00086218235', '0.1827097'](0.015045436837802965, 0.27392702109692796, 0.06470507702808097)
564,['1.7539967', '-1.3098404', '-0.70253766', '0.44218728', '-0.00086218235', '0.1827097'](0.015045507175449616, 0.27392683941189533, 0.06470477895278108)
565,['1.7539967', '-1.3098401', '-0.7025374', '0.44218728', '-0.00086218235', '0.1827097'](0.015045507175449616, 0.27392683941189533, 0.06470477895278108)
566,['1.7539967', '-1.3098396', '-0.7025373', '0.44218728', '-0.00086218235', '0.1827097'](0.01504548482776638, 0.2739268551790024, 0.06470480875607827)
567,['1.7539967', '-1.3098391', '-0.7025372', '0.44218728', '-0.00086218235', '0.1827097'](0.015045473245858462, 0.27392697484942613, 0.06470501741655536)
568,['1.790578', '-1.3053577', '-0.71177703', '0.4459524', '0.00026833292', '0.21958375'](0.015045467410915513, 0.27392707923286996, 0.0647051962613196)
569,['1.790578', '-1.3053666', '-0.71178395', '0.4459524', '0.00026833292', '0.21958375'](0.004986407960127017, 0.2738427762078463, 0.06469764281072435)
570,['1.790578', '-1.3053671', '-0.7117844', '0.4459524', '0.00026833292', '0.21958375'](0.004986871706162063, 0.2738406759273043, 0.0646941712431866)
571,['1.790578', '-1.3053675', '-0.71178424', '0.4459524', '0.00026833292', '0.21958375'](0.0049868789405895465, 0.27384055666272183, 0.06469397755290483)
572,['1.790578', '-1.3053671', '-0.71178406', '0.4459524', '0.00026833292', '0.21958375'](0.0049868904353743936, 0.2738405812063595, 0.06469390304925222)
573,['1.790578', '-1.3053666', '-0.71178395', '0.4459524', '0.00026833292', '0.21958375'](0.0049868773943887055, 0.27384060376962205, 0.06469402224833547)
574,['1.790578', '-1.3053662', '-0.7117838', '0.4459524', '0.00026833292', '0.21958375'](0.004986871706162063, 0.2738406759273043, 0.0646941712431866)
575,['1.8271855', '-1.3054042', '-0.7115796', '0.44542357', '-0.00038810336', '0.25660568'](0.004986878638787803, 0.2738407337293356, 0.06469427553894071)
576,['1.8271855', '-1.3054059', '-0.7115809', '0.44542357', '-0.00038810336', '0.25660568'](-0.0049644985976528, 0.27382715091722815, 0.06467806407384728)
577,['1.8271855', '-1.3054059', '-0.7115809', '0.44542357', '-0.00038810336', '0.25660568'](-0.004964412266984248, 0.2738267684163172, 0.06467740856060496)
578,['1.8271855', '-1.3054056', '-0.71158063', '0.44542357', '-0.00038810336', '0.25660568'](-0.004964412266984248, 0.2738267684163172, 0.06467740856060496)
579,['1.8271855', '-1.3054051', '-0.7115805', '0.44542357', '-0.00038810336', '0.25660568'](-0.004964416587313316, 0.27382678146556544, 0.06467749795699511)
580,['1.8271855', '-1.3054047', '-0.7115804', '0.44542357', '-0.00038810336', '0.25660568'](-0.004964440071679938, 0.27382689070917726, 0.06467764693024734)
581,['1.8271855', '-1.3054042', '-0.7115803', '0.44542357', '-0.00038810336', '0.25660568'](-0.004964442519260401, 0.2738269486765637, 0.06467776612240207)
582,['1.8631377', '-1.3101778', '-0.70199084', '0.44149438', '0.0006296437', '0.292573'](-0.004964469982820081, 0.27382701894425154, 0.06467795980547235)
583,['1.8631377', '-1.3101689', '-0.7019842', '0.44149438', '0.0006296437', '0.292573'](-0.015039759087596031, 0.2738542019898244, 0.06465161945848791)
584,['1.8631377', '-1.3101679', '-0.7019837', '0.44149438', '0.0006296437', '0.292573'](-0.015040346976297364, 0.27385620399955574, 0.06465504685975286)
585,['1.8631377', '-1.3101676', '-0.7019836', '0.44149438', '0.0006296437', '0.292573'](-0.015040439401910865, 0.2738564047911031, 0.06465546410560771)
586,['1.8631377', '-1.3101672', '-0.7019834', '0.44149438', '0.0006296437', '0.292573'](-0.015040450456650933, 0.27385641237152303, 0.06465552371827582)
587,['1.8631377', '-1.3101667', '-0.7019833', '0.44149438', '0.0006296437', '0.292573'](-0.01504043677063903, 0.27385652652365217, 0.06465570253156538)
588,['1.8631377', '-1.3101662', '-0.70198315', '0.44149438', '0.0006296437', '0.292573'](-0.015040479102745108, 0.2738565719581872, 0.06465576214360631)
589,['1.7225007', '-1.2061524', '-0.9331454', '0.5690603', '0.0003516283', '0.15088078'](-0.015040489703592754, 0.2738565979924227, 0.06465588135491551)
590,['1.7225007', '-1.2062589', '-0.9332254', '0.5690603', '0.00035162797', '0.15088078'](0.024958163017953408, 0.2639875720201527, 0.06493195567729987)
591,['1.7225007', '-1.2062654', '-0.9332304', '0.5690603', '0.00035162797', '0.15088078'](0.024962109033137368, 0.26396192645981315, 0.06489231298047662)
592,['1.7225007', '-1.2062659', '-0.9332306', '0.5690603', '0.00035162797', '0.15088078'](0.024962338257302517, 0.26396031750190446, 0.06488983910991279)
593,['1.7225007', '-1.2062664', '-0.93323034', '0.5690603', '0.00035162797', '0.15088078'](0.02496237233316813, 0.2639601783839767, 0.06488963047383664)
594,['1.7225007', '-1.2062662', '-0.93323004', '0.5690603', '0.00035162797', '0.15088078'](0.024962354804324446, 0.2639602042351873, 0.06488958576947332)
595,['1.7225007', '-1.2062658', '-0.93322986', '0.5690603', '0.00035162797', '0.15088078'](0.02496235424384083, 0.2639602657601775, 0.0648897198904965)
596,['1.7611394', '-1.1992927', '-0.9504359', '0.5782599', '-0.0011107321', '0.18994384'](0.02496234602829052, 0.26396037420733737, 0.06488985401680478)
597,['1.7611394', '-1.1993065', '-0.9504461', '0.5782599', '-0.0011107321', '0.18994384'](0.015076463827076808, 0.26385048596278143, 0.06470756901084677)
598,['1.7611394', '-1.1993073', '-0.95044684', '0.5782599', '-0.0011107321', '0.18994384'](0.015077166745994117, 0.2638470576036018, 0.06470238450084541)
599,['1.7611394', '-1.1993071', '-0.950447', '0.5782599', '-0.0011107321', '0.18994384'](0.01507720525391852, 0.263846898311876, 0.06470205674577087)
600,['1.7611394', '-1.1993068', '-0.9504468', '0.5782599', '-0.0011107321', '0.18994384'](0.01507717199464784, 0.26384696296294546, 0.06470220572752353)
601,['1.7611394', '-1.1993065', '-0.95044655', '0.5782599', '-0.0011107321', '0.18994384'](0.015077178933387048, 0.2638470173751284, 0.06470229512781597)
602,['1.7611394', '-1.1993061', '-0.95044637', '0.5782599', '-0.0011107321', '0.18994384'](0.01507718694483872, 0.26384704372649737, 0.06470238451953805)
603,['1.7991593', '-1.1957808', '-0.9582072', '0.58199674', '-0.00015717413', '0.22817464'](0.015077128838986936, 0.2638471162789778, 0.06470250367752148)
604,['1.7991593', '-1.1957864', '-0.95821166', '0.58199674', '-0.00015717413', '0.22817464'](0.005026087589754819, 0.26379652144495497, 0.06468856292904433)
605,['1.7991593', '-1.1957866', '-0.9582118', '0.58199674', '-0.00015717413', '0.22817464'](0.005026417516141542, 0.26379509385678246, 0.06468647753659325)
606,['1.7991593', '-1.1957871', '-0.95821166', '0.58199674', '-0.00015717413', '0.22817464'](0.0050263882884696645, 0.26379505701108447, 0.06468635836621434)
607,['1.7991593', '-1.1957868', '-0.9582114', '0.58199674', '-0.00015717413', '0.22817464'](0.005026451563471433, 0.26379501458120447, 0.06468626898180814)
608,['1.7991593', '-1.1957865', '-0.9582112', '0.58199674', '-0.00015717413', '0.22817464'](0.005026401372611784, 0.26379511738427264, 0.06468629876344223)
609,['1.7991593', '-1.1957861', '-0.958211', '0.58199674', '-0.00015717413', '0.22817464'](0.0050263951525634214, 0.2637951527905832, 0.06468641793036807)
610,['1.8370577', '-1.195872', '-0.95820653', '0.5820969', '-0.0002880935', '0.2665335'](0.005026369991552942, 0.26379526136049275, 0.06468658178581285)
611,['1.8370577', '-1.1958717', '-0.9582064', '0.5820969', '-0.0002880935', '0.2665335'](-0.004962436600802362, 0.2638011257879903, 0.06467260489964453)
612,['1.8370577', '-1.1958712', '-0.95820624', '0.5820969', '-0.0002880935', '0.2665335'](-0.004962425886503334, 0.2638012125318738, 0.0646726942729804)
613,['1.8370577', '-1.1958709', '-0.95820606', '0.5820969', '-0.0002880935', '0.2665335'](-0.004962469403671739, 0.2638012378411469, 0.06467281344993851)
614,['1.8370577', '-1.1958705', '-0.9582059', '0.5820969', '-0.0002880935', '0.2665335'](-0.004962512905155038, 0.26380140654985423, 0.0646729624020463)
615,['1.8370577', '-1.1958702', '-0.9582057', '0.5820969', '-0.0002880935', '0.2665335'](-0.004962528862535988, 0.26380142731355155, 0.06467305178460063)
616,['1.8370577', '-1.1958698', '-0.9582055', '0.5820969', '-0.0002880935', '0.2665335'](-0.004962574437571398, 0.26380153198662143, 0.06467320073947065)
617,['1.8744984', '-1.1995808', '-0.95309556', '0.58379745', '-8.99795e-05', '0.30382517'](-0.004962564771698675, 0.2638015617877667, 0.06467329011106031)
618,['1.8744984', '-1.1995635', '-0.9530826', '0.58379745', '-8.997933e-05', '0.30382517'](-0.015027221074635113, 0.26396353082675716, 0.06463102735753022)
619,['1.8744984', '-1.1995621', '-0.9530817', '0.58379745', '-8.997933e-05', '0.30382517'](-0.01502847461206029, 0.26396749036012335, 0.06463734918462206)
620,['1.8744984', '-1.1995618', '-0.9530817', '0.58379745', '-8.997933e-05', '0.30382517'](-0.015028585146679879, 0.2639678902164997, 0.06463790085842129)
621,['1.8744984', '-1.1995614', '-0.9530816', '0.58379745', '-8.997933e-05', '0.30382517'](-0.015028585146679879, 0.2639678902164997, 0.06463790085842129)
622,['1.8744984', '-1.199561', '-0.9530814', '0.58379745', '-8.997933e-05', '0.30382517'](-0.01502863869436108, 0.26396796630861846, 0.06463807977210914)
623,['1.8744984', '-1.1995606', '-0.95308125', '0.58379745', '-8.997933e-05', '0.30382517'](-0.01502862378370857, 0.26396807597861516, 0.06463824378216951)
624,['1.728587', '-1.1185292', '-1.1352352', '0.6833802', '0.0005238415', '0.15749668'](-0.015028658367472336, 0.2639681493676765, 0.06463833321991551)
625,['1.728587', '-1.1186231', '-1.1353058', '0.6833802', '0.0005238415', '0.15749668'](0.024948473011327986, 0.2539696589158503, 0.06489446471838774)
626,['1.728587', '-1.1186289', '-1.1353102', '0.6833802', '0.0005238415', '0.15749668'](0.024952233964465446, 0.25394634166973395, 0.06486076966768771)
627,['1.728587', '-1.1186291', '-1.1353104', '0.6833802', '0.0005238415', '0.15749668'](0.024952462827330987, 0.2539449148151642, 0.06485880256179297)
628,['1.728587', '-1.1186295', '-1.1353105', '0.6833802', '0.0005238415', '0.15749668'](0.0249524993415181, 0.253944805432576, 0.06485862373447701)
629,['1.728587', '-1.1186292', '-1.135311', '0.6833802', '0.0005238415', '0.15749668'](0.024952478638852398, 0.25394478691455313, 0.06485853432275025)
630,['1.728587', '-1.118629', '-1.1353115', '0.6833802', '0.0005238415', '0.15749668'](0.024952510985871913, 0.2539447052970556, 0.06485853431592323)
631,['1.7687755', '-1.1128476', '-1.1512655', '0.6937624', '-0.0008534079', '0.19811651'](0.024952514779855765, 0.25394465302301544, 0.06485847470682587)
632,['1.7687755', '-1.1128551', '-1.1512711', '0.6937624', '-0.0008534079', '0.19811651'](0.015046877562010123, 0.2539114542603431, 0.06469291167369098)
633,['1.7687755', '-1.1128552', '-1.1512715', '0.6937624', '-0.0008534079', '0.19811651'](0.015047330281834855, 0.25390961257985256, 0.06469022910467269)
634,['1.7687755', '-1.1128556', '-1.1512712', '0.6937624', '-0.0008534079', '0.19811651'](0.0150472993351039, 0.25390950595200856, 0.06469010986675147)
635,['1.7687755', '-1.1128553', '-1.1512717', '0.6937624', '-0.0008534079', '0.19811651'](0.0150473288464619, 0.2539095081182353, 0.06469008006965092)
636,['1.7687755', '-1.1128551', '-1.1512722', '0.6937624', '-0.0008534079', '0.19811651'](0.0150472993351039, 0.25390950595200856, 0.06469010986675147)
637,['1.7687755', '-1.1128548', '-1.1512727', '0.6937624', '-0.0008534079', '0.19811651'](0.015047362641941606, 0.25390935598630965, 0.06469008005596663)
638,['1.808561', '-1.1095718', '-1.1576037', '0.69550705', '-0.0012309409', '0.23787808'](0.015047369991533048, 0.25390933959890555, 0.06469002044712886)
639,['1.808561', '-1.1095809', '-1.1576104', '0.69550705', '-0.0012309409', '0.23787808'](0.005088573525127396, 0.2538385876421645, 0.0646947879401419)
640,['1.808561', '-1.1095814', '-1.1576107', '0.69550705', '-0.0012309409', '0.23787808'](0.005089120084946595, 0.2538363588810214, 0.0646915106008549)
641,['1.808561', '-1.1095815', '-1.1576104', '0.69550705', '-0.0012309409', '0.23787808'](0.005089150129129444, 0.2538362732475547, 0.06469134673418299)
642,['1.808561', '-1.1095812', '-1.1576109', '0.69550705', '-0.0012309409', '0.23787808'](0.005089108956235838, 0.253836323694467, 0.0646913914209651)
643,['1.808561', '-1.109581', '-1.1576114', '0.69550705', '-0.0012309409', '0.23787808'](0.005089150129129444, 0.2538362732475547, 0.06469134673418299)
644,['1.808561', '-1.1095808', '-1.1576118', '0.69550705', '-0.0012309409', '0.23787808'](0.005089131554104264, 0.2538362182975909, 0.06469140631929138)
645,['1.8478457', '-1.1096867', '-1.1573', '0.69500846', '-0.00078997907', '0.27728856'](0.005089156428083833, 0.2538361555217024, 0.06469136165067879)
646,['1.8478457', '-1.109688', '-1.1573008', '0.69500846', '-0.00078997907', '0.27728856'](-0.004930838248110523, 0.2538129989646579, 0.0646746782283519)
647,['1.8478457', '-1.1096882', '-1.157301', '0.69500846', '-0.00078997907', '0.27728856'](-0.004930735870294334, 0.25381267810539737, 0.0646741866636906)
648,['1.8478457', '-1.109688', '-1.1573014', '0.69500846', '-0.00078997907', '0.27728856'](-0.004930709736397214, 0.2538126265864933, 0.06467411218855054)
649,['1.8478457', '-1.1096878', '-1.1573019', '0.69500846', '-0.00078997907', '0.27728856'](-0.0049307072167876645, 0.25381258356634573, 0.06467411220097823)
650,['1.8478457', '-1.1096876', '-1.1573024', '0.69500846', '-0.00078997907', '0.27728856'](-0.00493067384133888, 0.25381252009584404, 0.06467412711859061)
651,['1.8478457', '-1.1096873', '-1.1573029', '0.69500846', '-0.00078997907', '0.27728856'](-0.004930707843520342, 0.2538125186209701, 0.0646741569102303)
652,['1.8864943', '-1.1133357', '-1.1519911', '0.6960619', '0.00059957925', '0.3156321'](-0.004930628721408797, 0.253812411843712, 0.06467405266526305)
653,['1.8864943', '-1.1133204', '-1.1519793', '0.6960619', '0.00059957925', '0.3156321'](-0.015063891053953221, 0.25393649462855794, 0.06463455734897304)
654,['1.8864943', '-1.1133192', '-1.1519785', '0.6960619', '0.00059957925', '0.3156321'](-0.015065110626319588, 0.25394016913323125, 0.06464001386377148)
655,['1.8864943', '-1.1133188', '-1.1519784', '0.6960619', '0.00059957925', '0.3156321'](-0.015065206573927752, 0.2539404839048165, 0.06464047602422704)
656,['1.8864943', '-1.1133184', '-1.1519789', '0.6960619', '0.00059957925', '0.3156321'](-0.015065215566298067, 0.25394056426068623, 0.06464065491718453)
657,['1.8864943', '-1.1133182', '-1.1519793', '0.6960619', '0.00059957925', '0.3156321'](-0.015065170774465234, 0.2539404560450652, 0.06464050581578966)
658,['1.8864943', '-1.113318', '-1.1519798', '0.6960619', '0.00059957925', '0.3156321'](-0.01506518470060141, 0.25394042927892513, 0.064640580342279)
659,['1.7351471', '-1.0451361', '-1.3102531', '0.78567284', '0.00091596186', '0.16562864'](-0.015065152148013742, 0.2539404262427428, 0.06464056542043443)
660,['1.7351471', '-1.0452149', '-1.3103125', '0.78567284', '0.0009159619', '0.16562864'](0.024917553381545894, 0.24399705631731636, 0.06485273255593214)
661,['1.7351471', '-1.04522', '-1.3103164', '0.78567284', '0.0009159619', '0.16562864'](0.024920845577968566, 0.24397712988007428, 0.06482570772403752)
662,['1.7351471', '-1.0452201', '-1.3103167', '0.78567284', '0.0009159619', '0.16562864'](0.024921075137171227, 0.2439757748098746, 0.06482391901057429)
663,['1.7351471', '-1.0452206', '-1.3103168', '0.78567284', '0.0009159619', '0.16562864'](0.024921054576297334, 0.24397574097663535, 0.06482385939342053)
664,['1.7351471', '-1.0452204', '-1.3103172', '0.78567284', '0.0009159619', '0.16562864'](0.02492108781701025, 0.2439756763335786, 0.06482375504692595)
665,['1.7351471', '-1.04522', '-1.3103175', '0.78567284', '0.0009159619', '0.16562864'](0.024921121905031315, 0.24397559477440897, 0.06482369541689396)
666,['1.7772362', '-1.0397714', '-1.3242404', '0.7931887', '-0.001505242', '0.20597908'](0.024921097384072263, 0.24397559976743105, 0.06482376993280177)
667,['1.7772362', '-1.0397835', '-1.3242497', '0.7931887', '-0.001505242', '0.20597908'](0.015092619473498275, 0.24389748189813729, 0.06469983904628566)
668,['1.7772362', '-1.0397844', '-1.3242501', '0.7931887', '-0.001505242', '0.20597908'](0.01509322386574997, 0.24389452202200737, 0.06469575616716339)
669,['1.7772362', '-1.0397842', '-1.3242497', '0.7931887', '-0.001505242', '0.20597908'](0.015093312587166252, 0.2438942700833668, 0.06469541345120193)
670,['1.7772362', '-1.039784', '-1.3242501', '0.7931887', '-0.001505242', '0.20597908'](0.015093255551696215, 0.24389439374969135, 0.06469556245048445)
671,['1.7772362', '-1.0397836', '-1.3242505', '0.7931887', '-0.001505242', '0.20597908'](0.015093259994345874, 0.24389436825694216, 0.06469560716164507)
672,['1.7772362', '-1.0397832', '-1.3242508', '0.7931887', '-0.001505242', '0.20597908'](0.015093263002276812, 0.24389436394736896, 0.06469562205512923)
673,['1.8184704', '-1.0370933', '-1.330848', '0.79700536', '-0.00076832477', '0.24680667'](0.015093262272424319, 0.24389431725490335, 0.06469560715400514)
674,['1.8184704', '-1.0370969', '-1.3308508', '0.79700536', '-0.00076832477', '0.24680667'](0.005048673998476555, 0.24387360290888568, 0.06468218751993346)
675,['1.8184704', '-1.0370971', '-1.330851', '0.79700536', '-0.00076832477', '0.24680667'](0.005048888510082049, 0.2438727188075093, 0.064681010386054)
676,['1.8184704', '-1.0370976', '-1.3308511', '0.79700536', '-0.00076832477', '0.24680667'](0.005048908035701291, 0.24387265569458316, 0.06468086137944161)
677,['1.8184704', '-1.0370973', '-1.3308514', '0.79700536', '-0.00076832477', '0.24680667'](0.00504890318875179, 0.24387261058977863, 0.06468078687064202)
678,['1.8184704', '-1.037097', '-1.3308518', '0.79700536', '-0.00076832477', '0.24680667'](0.0050489272092756445, 0.24387253634784203, 0.06468074217182217)
679,['1.8184704', '-1.0370966', '-1.3308522', '0.79700536', '-0.00076832477', '0.24680667'](0.005048958956616779, 0.24387248700600175, 0.06468075707860806)
680,['1.8593557', '-1.0370001', '-1.3301847', '0.7954107', '-0.00027663517', '0.28960064'](0.005048957494196018, 0.24387245703558963, 0.06468077197826973)
681,['1.8593557', '-1.0370035', '-1.3301876', '0.7954107', '-0.00027663517', '0.28960064'](-0.004966645880753725, 0.2438167773505754, 0.06468048777280809)
682,['1.8593557', '-1.0370038', '-1.3301878', '0.7954107', '-0.00027663517', '0.28960064'](-0.004966389095058902, 0.2438159223136009, 0.06467932587263459)
683,['1.8593557', '-1.0370042', '-1.3301879', '0.7954107', '-0.00027663517', '0.28960064'](-0.004966364849023111, 0.24381583434587234, 0.06467917690680211)
684,['1.8593557', '-1.037004', '-1.3301883', '0.7954107', '-0.00027663517', '0.28960064'](-0.004966381003610381, 0.24381577105249386, 0.06467905772311767)
685,['1.8593557', '-1.0370036', '-1.3301886', '0.7954107', '-0.00027663517', '0.28960064'](-0.0049663484687488746, 0.24381576318438053, 0.0646791471289683)
686,['1.8593557', '-1.0370033', '-1.330189', '0.7954107', '-0.00027663517', '0.28960064'](-0.0049663853200548535, 0.24381576269686067, 0.06467917693067564)
687,['1.899789', '-1.0402662', '-1.3249046', '0.7953326', '-0.00015656682', '0.32903302'](-0.004966308511228777, 0.2438156730698089, 0.06467908755701325)
688,['1.899789', '-1.0402544', '-1.3248959', '0.7953326', '-0.0001565668', '0.32903302'](-0.015007496601222891, 0.24391828879628794, 0.06464677851817209)
689,['1.899789', '-1.0402535', '-1.3248954', '0.7953326', '-0.0001565668', '0.32903302'](-0.015008428052327124, 0.24392110881825824, 0.06465081803174304)
690,['1.899789', '-1.040253', '-1.3248949', '0.7953326', '-0.0001565668', '0.32903302'](-0.015008483449295772, 0.24392133296342375, 0.06465111614612841)
691,['1.899789', '-1.0402527', '-1.3248953', '0.7953326', '-0.0001565668', '0.32903302'](-0.015008589539257638, 0.2439214583949539, 0.06465123539710356)
692,['1.899789', '-1.0402523', '-1.3248956', '0.7953326', '-0.0001565668', '0.32903302'](-0.015008570534398791, 0.24392142152055132, 0.06465126520700727)
693,['1.899789', '-1.040252', '-1.324896', '0.7953326', '-0.0001565668', '0.32903302'](-0.015008543357708803, 0.24392140498917, 0.06465132480921357)
694,['1.7117046', '-1.6060529', '-0.16953443', '0.19979043', '-0.00027400142', '0.13992372'](-0.015008534489585439, 0.24392139108605526, 0.06465135461291543)
695,['1.7115281', '-1.6018472', '-0.1694326', '0.2021255', '0.0008165767', '0.14084907'](0.025113722585810697, 0.2831873593676449, 0.053425271258989535)
696,['1.7115281', '-1.6017839', '-0.16938509', '0.2021255', '0.0008165767', '0.14084907'](0.024927920828666055, 0.28398989152087356, 0.054779285976649716)
697,['1.7115281', '-1.6017799', '-0.16938198', '0.2021255', '0.0008165767', '0.14084907'](0.024925915445736316, 0.28400424349506687, 0.05480478655146066)
698,['1.7115281', '-1.6017798', '-0.16938171', '0.2021255', '0.0008165767', '0.14084907'](0.024925760075757038, 0.2840052015525485, 0.054806486141116675)
699,['1.7115281', '-1.6017797', '-0.16938162', '0.2021255', '0.0008165767', '0.14084907'](0.024925760075757038, 0.2840052015525485, 0.054806486141116675)
700,['1.7115281', '-1.6017792', '-0.16938151', '0.2021255', '0.0008165767', '0.14084907'](0.02492575018992101, 0.28400530019770426, 0.05480659052131208)
701,['1.7471857', '-1.57203', '-0.23317581', '0.23444659', '0.0005294649', '0.17674461'](0.024925726881153087, 0.28400538399934055, 0.05480672467217476)
